,Categoria,Url_Categoria,Nombre_Curso,URL_Curso
2117,simulation,https://www.edx.org/learn/simulation,Modeling and Simulation of Multibody Systems - Part I,https://www.edx.org/course/modeling-and-simulation-of-multibody-systems-part-i
2118,sql,https://www.edx.org/learn/sql,Introduction to Databases,https://www.edx.org/microbachelors/nyux-introduction-to-databases
2119,sql,https://www.edx.org/learn/sql,SQL for Data Science,https://www.edx.org/course/sql-for-data-science
2120,sql,https://www.edx.org/learn/sql,Databases: Advanced Topics in SQL,https://www.edx.org/course/advanced-topics-in-sql
2121,sql,https://www.edx.org/learn/sql,Databases: Modeling and Theory,https://www.edx.org/course/modeling-and-theory
2122,sql,https://www.edx.org/learn/sql,"SQL, ETL and BI Fundamentals",https://www.edx.org/professional-certificate/ibm-sql-etl-and-bi-fundamentals
2123,sql,https://www.edx.org/learn/sql,Introduction to SQL,https://www.edx.org/course/introduction-to-sql-2
2124,sql,https://www.edx.org/learn/sql,SQL for Data Science with R,https://www.edx.org/course/sql-for-data-science-with-r
2125,sql,https://www.edx.org/learn/sql,SQL Concepts for Data Engineers,https://www.edx.org/course/sql-concepts-for-data-engineers
2126,sql,https://www.edx.org/learn/sql,IBM-Data Science,https://www.edx.org/professional-certificate/ibm-datascience
2127,sql,https://www.edx.org/learn/sql,Introduction to SQL,https://www.edx.org/course/introduction-to-sql
2128,sql,https://www.edx.org/learn/sql,Databases: OLAP and Recursion,https://www.edx.org/course/olap-and-recursion
2129,sql,https://www.edx.org/learn/sql,Databases: Semistructured Data,https://www.edx.org/course/semistructured-data
2130,sql,https://www.edx.org/learn/sql,Analytics: Essential Tools and Methods,https://www.edx.org/micromasters/gtx-analytics-essential-tools-and-methods
2131,sql,https://www.edx.org/learn/sql,Enterprise Data Management,https://www.edx.org/course/enterprise-data-management
2132,sql,https://www.edx.org/learn/sql,Computing for Data Analysis,https://www.edx.org/course/computing-for-data-analysis
2133,sql,https://www.edx.org/learn/sql,Building Web Applications in Django,https://www.edx.org/course/building-web-applications-in-django
2134,sql,https://www.edx.org/learn/sql,Introduction to Data Analytics for Managers,https://www.edx.org/course/introduction-to-data-analytics-for-managers
2135,sql,https://www.edx.org/learn/sql,Structured Database Environments with SQL,https://www.edx.org/course/structured-database-environments-with-sql
2136,sql,https://www.edx.org/learn/sql,Data Management with Python and SQL,https://www.edx.org/microbachelors/snhux-data-management-with-python-and-sql
2137,sql,https://www.edx.org/learn/sql,Basic Network and Database Security,https://www.edx.org/course/basic-network-and-database-security
2138,sql,https://www.edx.org/learn/sql,IBM Data Analyst,https://www.edx.org/professional-certificate/ibm-dataanalyst
2139,sql,https://www.edx.org/learn/sql,Data Science Foundations,https://www.edx.org/professional-certificate/data-science-foundations
2140,sql,https://www.edx.org/learn/sql,IT Fundamentals for Business Professionals,https://www.edx.org/professional-certificate/upvalenciax-it-fundamentals-for-business-professionals
2141,sql,https://www.edx.org/learn/sql,Supply Chain Technology and Systems,https://www.edx.org/course/supply-chain-technology-and-systems
2142,sql,https://www.edx.org/learn/sql,CS50's Web Programming with Python and JavaScript,https://www.edx.org/course/cs50s-web-programming-with-python-and-javascript
2143,sql,https://www.edx.org/learn/sql,Teaching with Physical Computing,https://www.edx.org/professional-certificate/armeducationx-teaching-with-physical-computing
2144,sql,https://www.edx.org/learn/sql,Embedded Systems Essentials with Arm,https://www.edx.org/professional-certificate/armeducationx-embedded-systems-essentials
2145,sql,https://www.edx.org/learn/sql,NoSQL Database Basics,https://www.edx.org/course/nosql-basics
2146,sql,https://www.edx.org/learn/sql,Relational Database Basics,https://www.edx.org/course/relational-database-basics
2147,sql,https://www.edx.org/learn/sql,Introduction to SQL and relational databases,https://www.edx.org/course/introduction-to-sql-and-relational-databases
2148,statistics,/learn/statistics,,
2149,stochastic-processes,https://www.edx.org/learn/stochastic-processes,Neuronal Dynamics,https://www.edx.org/course/neuronal-dynamics
2150,stochastic-processes,https://www.edx.org/learn/stochastic-processes,Introduction to Probability,https://www.edx.org/course/introduction-to-probability
2151,stochastic-processes,https://www.edx.org/learn/stochastic-processes,Finance,https://www.edx.org/micromasters/mitx-finance
2152,stochastic-processes,https://www.edx.org/learn/stochastic-processes,Mathematical Methods for Quantitative Finance,https://www.edx.org/course/mathematical-methods-for-quantitative-finance
2153,stochastic-processes,https://www.edx.org/learn/stochastic-processes,Convex Optimization,https://www.edx.org/course/convex-optimization
2154,stochastic-processes,https://www.edx.org/learn/stochastic-processes,Trading - Fundamentals of Technical Analysis,https://www.edx.org/course/trading-fundamentals-of-technical-analysis
2155,stochastic-processes,https://www.edx.org/learn/stochastic-processes,Introduction to Probability Management,https://www.edx.org/course/introduction-to-probability-management
2156,stochastic-processes,https://www.edx.org/learn/stochastic-processes,Boltzmann Law: Physics to Computing,https://www.edx.org/course/boltzmann-law-physics-to-computing
2157,stochastic-processes,https://www.edx.org/learn/stochastic-processes,Manufacturing Systems I,https://www.edx.org/course/manufacturing-systems-i
2158,stochastic-processes,https://www.edx.org/learn/stochastic-processes,Manufacturing Systems II,https://www.edx.org/course/manufacturing-systems-ii
2159,stochastic-processes,https://www.edx.org/learn/stochastic-processes,Principles of Manufacturing,https://www.edx.org/micromasters/mitx-principles-manufacturing
2160,technical-analysis,https://www.edx.org/learn/technical-analysis,Trading - Fundamentals of Technical Analysis,https://www.edx.org/course/trading-fundamentals-of-technical-analysis
2161,technical-analysis,https://www.edx.org/learn/technical-analysis,Quantitative Technical Analysis,https://www.edx.org/course/quantitative-technical-analysis
2162,technical-analysis,https://www.edx.org/learn/technical-analysis,Introduction to Trading with Technical Analysis,https://www.edx.org/professional-certificate/nyif-introduction-to-trading-with-technical-analysis
2163,tensorflow,https://www.edx.org/learn/tensorflow,Deep Learning with Tensorflow,https://www.edx.org/course/deep-learning-with-tensorflow
2164,tensorflow,https://www.edx.org/learn/tensorflow,Tiny Machine Learning (TinyML),https://www.edx.org/professional-certificate/harvardx-tiny-machine-learning
2165,tensorflow,https://www.edx.org/learn/tensorflow,Deploying TinyML,https://www.edx.org/course/deploying-tinyml
2166,tensorflow,https://www.edx.org/learn/tensorflow,Text Analytics 1: Introduction to Natural Language Processing,https://www.edx.org/course/introducing-text-analytics
2167,tensorflow,https://www.edx.org/learn/tensorflow,Text Analytics with Python,https://www.edx.org/professional-certificate/ucx-text-analytics-with-python
2168,tensorflow,https://www.edx.org/learn/tensorflow,IBM Deep Learning,https://www.edx.org/professional-certificate/ibm-deep-learning
2169,tensorflow,https://www.edx.org/learn/tensorflow,Deep Learning with IBM,https://www.edx.org/professional-certificate/deep-learning-with-ibm
2170,tinyml,https://www.edx.org/learn/tinyml,Digital Marketing,https://www.edx.org/professional-certificate/usmx-digital-marketing
2171,tinyml,https://www.edx.org/learn/tinyml,Fundamentals of TinyML,https://www.edx.org/course/fundamentals-of-tinyml
2172,tinyml,https://www.edx.org/learn/tinyml,Applications of TinyML,https://www.edx.org/course/applications-of-tinyml
2173,tinyml,https://www.edx.org/learn/tinyml,Deploying TinyML,https://www.edx.org/course/deploying-tinyml
2174,t-sql,https://www.edx.org/learn/t-sql,Structured Database Environments with SQL,https://www.edx.org/course/structured-database-environments-with-sql
2175,t-sql,https://www.edx.org/learn/t-sql,SQL for Data Science,https://www.edx.org/course/sql-for-data-science
2176,accessibility,https://www.edx.org/learn/accessibility,Front-End Web Developer,https://www.edx.org/professional-certificate/w3cx-front-end-web-developer
2177,accessibility,https://www.edx.org/learn/accessibility,Integrated Digital Media,https://www.edx.org/micromasters/nyux-integrated-digital-media
2178,accessibility,https://www.edx.org/learn/accessibility,"Instructional Design: Digital Media, New Tools and Technology",https://www.edx.org/course/instructional-design-digital-media-new-tools-and-2
2179,accessibility,https://www.edx.org/learn/accessibility,Introduction to Web Accessibility,https://www.edx.org/course/web-accessibility-introduction
2180,accessibility,https://www.edx.org/learn/accessibility,"Disability and Digital Media: Accessibility, Representation and Inclusion",https://www.edx.org/course/disability-and-digital-media-accessibility-represe
2181,accessibility,https://www.edx.org/learn/accessibility,From Digital Technologies to Social Media,https://www.edx.org/xseries/curtinx-from-digital-technologies-to-social-media
2182,accessibility,https://www.edx.org/learn/accessibility,Online Teaching for Educators: Development and Delivery,https://www.edx.org/professional-certificate/ubcx-online-teaching-for-educators-development-and-delivery
2183,accessibility,https://www.edx.org/learn/accessibility,Well and Able - Improving the Physical Health of People with Intellectual Disability,https://www.edx.org/course/well-and-able-improving-the-physical-health-of-peo
2184,computer-graphics,/learn/computer-graphics,,
2185,customer-centric-innovation,https://www.edx.org/learn/customer-centric-innovation,Customer-Centric Innovation,https://www.edx.org/course/customer-centric-innovation
2186,customer-centric-innovation,https://www.edx.org/learn/customer-centric-innovation,UX Design and Evaluation,https://www.edx.org/micromasters/hecmontrealx-ux-design-and-evaluation
2187,design-thinking,/learn/design-thinking,,
2188,fashion,/learn/fashion,,
2189,future-work,https://www.edx.org/learn/future-work,Introduction to Connected Strategy,https://www.edx.org/course/connected-strategy-2
2190,future-work,https://www.edx.org/learn/future-work,Re-Imagine Work: Strategies During COVID-19 and Beyond,https://www.edx.org/course/working-remotely-and-covid-19
2191,future-work,https://www.edx.org/learn/future-work,Industry 4.0: How to Revolutionize your Business,https://www.edx.org/course/industry-40-how-to-revolutionize-your-business
2192,future-work,https://www.edx.org/learn/future-work,Work and Employment for a Sustainable Future,https://www.edx.org/course/work-and-employment-for-a-sustainable-future
2193,future-work,https://www.edx.org/learn/future-work,The Future of Work: Preparing for Disruption,https://www.edx.org/course/the-future-of-work-preparing-for-disruption-2
2194,future-work,https://www.edx.org/learn/future-work,Managing Technology & Innovation: How to deal with disruptive change,https://www.edx.org/micromasters/rwthx-managing-technology-and-innovation-how-to-deal-with-disruptive-change
2195,future-work,https://www.edx.org/learn/future-work,Leaders of Learning,https://www.edx.org/course/leaders-of-learning
2196,future-work,https://www.edx.org/learn/future-work,Sustainable Tourism: Rethinking the future,https://www.edx.org/course/sustainable-tourism-rethinking-the-future
